term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain R-HSA-6803205	R-HSA-6803205	NAS	50.6295450777352	3/14	5.85330566089954e-05	0.00337710287478856	2.47145570949414	BCL6;TP53;TP63
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation R-HSA-975138	R-HSA-975138	NAS	9.93735167466446	5/101	0.000247158303916678	0.0111179345524553	1.95397588683561	MEF2C;JUN;TP53;ATF2;MEF2A
TRIF (TICAM1)-mediated TLR4 signaling  R-HSA-937061	R-HSA-937061	NAS	9.16853048049569	5/109	0.000352245885792468	0.0133551511556173	1.87435119220427	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 10 (TLR10) Cascade R-HSA-168142	R-HSA-168142	NAS	10.4885545194791	5/96	0.00019486468055743	0.00891673900343826	2.04979394514746	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 2 (TLR2) Cascade R-HSA-181438	R-HSA-181438	NAS	8.66362649344852	5/115	0.000450988802869285	0.0155677374232297	1.80777450214022	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164	R-HSA-168164	NAS	9.53921757283834	5/105	0.000296175583640049	0.0120798849005205	1.91793720373699	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	R-HSA-166016	NAS	6.78959057078003	5/145	0.00128741407685066	0.0354117607502432	1.45085247863292	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 5 (TLR5) Cascade R-HSA-168176	R-HSA-168176	NAS	10.4885545194791	5/96	0.00019486468055743	0.00891673900343826	2.04979394514746	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	R-HSA-168181	NAS	9.73665447819947	5/103	0.000270824573604695	0.0115726991090085	1.93656533841728	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	R-HSA-168138	NAS	9.443666191298	5/106	0.000309507224278596	0.0120798849005205	1.91793720373699	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor TLR1:TLR2 Cascade R-HSA-168179	R-HSA-168179	NAS	8.66362649344852	5/115	0.000450988802869285	0.0155677374232297	1.80777450214022	MEF2C;JUN;TP53;ATF2;MEF2A
Toll Like Receptor TLR6:TLR2 Cascade R-HSA-168188	R-HSA-168188	NAS	8.90889444403804	5/112	0.00039931312196841	0.0147191253570022	1.83211799597088	MEF2C;JUN;TP53;ATF2;MEF2A
Transcriptional Regulation by VENTX R-HSA-8853884	R-HSA-8853884	NAS	20.3804925340738	4/41	7.78191952691065e-05	0.00439430094136614	2.35711020397008	CTNNB1;LEF1;TCF7L2;TP53
Transcriptional activation of mitochondrial biogenesis R-HSA-2151201	R-HSA-2151201	NAS	19.1502260915767	5/55	1.3227093431589e-05	0.00106377896871022	2.97314860008743	ATF2;CRTC1;MEF2C;CRTC3;MEF2D
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer R-HSA-2173793	R-HSA-2173793	NAS	16.0289379909116	4/51	0.000184146119211953	0.00888588727979133	2.05129920021906	SMAD2;SMAD4;SP1;SMAD3
Transcriptional regulation by RUNX3 R-HSA-8878159	R-HSA-8878159	NAS	12.9456456441485	6/96	1.52554276455252e-05	0.00119082073444776	2.92415361206877	LEF1;SMAD3;SMAD4;CTNNB1;TCF7L2;TP53
Transcriptional regulation of granulopoiesis R-HSA-9616222	R-HSA-9616222	NAS	8.83699346357206	4/89	0.00153486216954506	0.0403319227522039	1.39435107328702	LEF1;STAT3;MYB;GATA2
Transcriptional regulation of pluripotent stem cells R-HSA-452723	R-HSA-452723	NAS	46.8075931006578	6/31	1.6082112640572e-08	4.26819269480781e-06	5.36975598184302	SALL4;SMAD2;SMAD4;KLF4;STAT3;GATA6
