external_gene_name	description	uniprotswissprot	uniprot_gn_symbol
SLC2A10	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]	O95528	SLC2A10
SLC2A10	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]		SLC2A10
RMC1	regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]		RMC1
KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]		KCNB1
EEF1B2	eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]	P24534	EEF1B2
SIRT2	sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886]	Q8IXJ6	SIRT2
EEF1B2	eukaryotic translation elongation factor 1 beta 2 [Source:HGNC Symbol;Acc:HGNC:3208]		EEF1B2
KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]	Q14721	KCNB1
KCNK15	potassium two pore domain channel subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:13814]	Q9H427	KCNK15
MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]	Q9HC84	MUC5B
MUC5B	mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]		MUC5B
IGKV5-2	immunoglobulin kappa variable 5-2 [Source:HGNC Symbol;Acc:HGNC:5835]	P06315	IGKV5-2
IGKV1-5	immunoglobulin kappa variable 1-5 [Source:HGNC Symbol;Acc:HGNC:5741]	P01602	IGKV1-5
CMKLR2	chemerin chemokine-like receptor 2 [Source:HGNC Symbol;Acc:HGNC:4463]	P46091	CMKLR2
IGKV1-6	immunoglobulin kappa variable 1-6 [Source:HGNC Symbol;Acc:HGNC:5742]	A0A0C4DH72	IGKV1-6
CDH22	cadherin 22 [Source:HGNC Symbol;Acc:HGNC:13251]	Q9UJ99	CDH22
IGKV3-7	immunoglobulin kappa variable 3-7 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5821]	A0A075B6H7	IGKV3-7
IGKV1-8	immunoglobulin kappa variable 1-8 [Source:HGNC Symbol;Acc:HGNC:5743]	A0A0C4DH67	IGKV1-8
IGKV1-9	immunoglobulin kappa variable 1-9 [Source:HGNC Symbol;Acc:HGNC:5744]	A0A0C4DH69	IGKV1-9
IGKV3-11	immunoglobulin kappa variable 3-11 [Source:HGNC Symbol;Acc:HGNC:5815]	P04433	IGKV3-11
IGKV1-12	immunoglobulin kappa variable 1-12 [Source:HGNC Symbol;Acc:HGNC:5730]	A0A0C4DH73	IGKV1-12
CMKLR2	chemerin chemokine-like receptor 2 [Source:HGNC Symbol;Acc:HGNC:4463]		CMKLR2
SPATA7	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]	Q9P0W8	SPATA7
SPATA7	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]	Q9P0W8	HEL-S-296
IGKV3-15	immunoglobulin kappa variable 3-15 [Source:HGNC Symbol;Acc:HGNC:5816]	P01624	IGKV3-15
IGKV1-16	immunoglobulin kappa variable 1-16 [Source:HGNC Symbol;Acc:HGNC:5732]	P04430	IGKV1-16
IGKV1-17	immunoglobulin kappa variable 1-17 [Source:HGNC Symbol;Acc:HGNC:5733]	P01599	IGKV1-17
RNF114	ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]		RNF114
NFKBIB	NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]		NFKBIB
IGKV3-20	immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5817]	P01619	IGKV3-20
NFKBIB	NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]	Q15653	NFKBIB
IGKV6-21	immunoglobulin kappa variable 6-21 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5836]	A0A0C4DH24	IGKV6-21
CDH20	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	Q9HBT6	CDH20
IGKV2-24	immunoglobulin kappa variable 2-24 [Source:HGNC Symbol;Acc:HGNC:5781]	A0A0C4DH68	IGKV2-24
IGKV1-27	immunoglobulin kappa variable 1-27 [Source:HGNC Symbol;Acc:HGNC:5735]	A0A075B6S5	IGKV1-27
IGKV2-28	immunoglobulin kappa variable 2-28 [Source:HGNC Symbol;Acc:HGNC:5783]	A0A075B6P5	IGKV2-28
IGKV2-30	immunoglobulin kappa variable 2-30 [Source:HGNC Symbol;Acc:HGNC:5785]	P06310	IGKV2-30
CCER2	coiled-coil glutamate rich protein 2 [Source:HGNC Symbol;Acc:HGNC:44662]		CCER2
RNF114	ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]	Q9Y508	RNF114
IGKV1-33	immunoglobulin kappa variable 1-33 [Source:HGNC Symbol;Acc:HGNC:5737]		IGKV1-33
CCER2	coiled-coil glutamate rich protein 2 [Source:HGNC Symbol;Acc:HGNC:44662]	I3L3R5	CCER2
IGKV1-33	immunoglobulin kappa variable 1-33 [Source:HGNC Symbol;Acc:HGNC:5737]	P01594	IGKV1-33
SPATA7	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]		SPATA7
SPATA7	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]		HEL-S-296
IGKV1-37	immunoglobulin kappa variable 1-37 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5739]	A0A075B6S9	IGKV1-37
ZDBF2	zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]	Q9HCK1	ZDBF2
IGKV1-39	immunoglobulin kappa variable 1-39 [Source:HGNC Symbol;Acc:HGNC:5740]	P01597	IGKV1-39
IGKV2-40	immunoglobulin kappa variable 2-40 [Source:HGNC Symbol;Acc:HGNC:5789]		
ZDBF2	zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]		ZDBF2
PPP2R3B	protein phosphatase 2 regulatory subunit B''beta [Source:HGNC Symbol;Acc:HGNC:13417]	Q9Y5P8	PPP2R3B
LEPROTL1	leptin receptor overlapping transcript like 1 [Source:HGNC Symbol;Acc:HGNC:6555]	O95214	LEPROTL1
LEPROTL1	leptin receptor overlapping transcript like 1 [Source:HGNC Symbol;Acc:HGNC:6555]		LEPROTL1
ADRA1A	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]	P35348	ADRA1A
ADRA1A	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]		ADRA1A
PRKX	protein kinase cAMP-dependent X-linked catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9441]	P51817	PRKX
VCX2	variable charge X-linked 2 [Source:HGNC Symbol;Acc:HGNC:18158]	Q9H322	VCX2
DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]	Q9BV47	DUSP26
DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]		DUSP26
NKX3-1	NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]	Q99801	NKX3-1
TOGARAM1	TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]	Q9Y4F4	TOGARAM1
SARS2	seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]	Q9NP81	SARS2
TOGARAM1	TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]		TOGARAM1
SARS2	seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]		SARS2
IL3RA	interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]	P26951	IL3RA
SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]	Q6NUK1	SLC25A24
IL3RA	interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]		IL3RA
ATP6V1B2	ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]	P21281	ATP6V1B2
SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]		SLC25A24
AP5M1	adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]	Q9H0R1	AP5M1
AP5M1	adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]	Q9H0R1	C14orf108
P2RY8	P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524]	Q86VZ1	P2RY8
P2RY8	P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524]		P2RY8
AP5M1	adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]		AP5M1
AP5M1	adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]		C14orf108
ATP6V1B2	ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]		ATP6V1B2
CSN2	casein beta [Source:HGNC Symbol;Acc:HGNC:2447]	P05814	CSN2
SLC35C2	solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]	Q9NQQ7	SLC35C2
MRPS12	mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]	O15235	MRPS12
SLC25A6	solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	P12236	SLC25A6
STATH	statherin [Source:HGNC Symbol;Acc:HGNC:11369]	P02808	STATH
TMEM63C	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]		TMEM63C
FBXO17	F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754]	Q96EF6	FBXO17
AMELX	amelogenin X-linked [Source:HGNC Symbol;Acc:HGNC:461]	Q99217	AMELX
KCTD9	potassium channel tetramerization domain containing 9 [Source:HGNC Symbol;Acc:HGNC:22401]	Q7L273	KCTD9
PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	P17706	PTPN2
PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	P17706	PTN2
FBXO17	F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754]		FBXO17
PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]		PTPN2
PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]		PTN2
KCTD9	potassium channel tetramerization domain containing 9 [Source:HGNC Symbol;Acc:HGNC:22401]		KCTD9
SLC35C2	solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]		SLC35C2
TMEM63C	transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]	Q9P1W3	TMEM63C
DCHS2	dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111]	Q6V1P9	DCHS2
HTN3	histatin 3 [Source:HGNC Symbol;Acc:HGNC:5284]	P15516	HTN3
SLC35F4	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]		SLC35F4
SLC35F4	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	A4IF30	SLC35F4
APCDD1L	APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]	Q8NCL9	APCDD1L
APCDD1L	APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892]		APCDD1L
LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	Q9Y4K0	LOXL2
ASMT	acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750]	P46597	ASMT
HTN3	histatin 3 [Source:HGNC Symbol;Acc:HGNC:5284]		HTN3
ZNF396	zinc finger protein 396 [Source:HGNC Symbol;Acc:HGNC:18824]	Q96N95	ZNF396
LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]		LOXL2
IBTK	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	Q9P2D0	IBTK
ZNF396	zinc finger protein 396 [Source:HGNC Symbol;Acc:HGNC:18824]		ZNF396
BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]	Q8IWQ3	BRSK2
ASMT	acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750]		ASMT
HTN1	histatin 1 [Source:HGNC Symbol;Acc:HGNC:5283]	P15515	HTN1
EDEM2	ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]	Q9BV94	EDEM2
BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11405]		BRSK2
RICTOR	RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]	Q6R327	RICTOR
BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	P12644	BMP4
LZTS1	leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]	Q9Y250	LZTS1
PLCL2	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]	Q9UPR0	PLCL2
BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]		BMP4
PLCL2	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]		PLCL2
PHLPP1	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]	O60346	PHLPP1
DHRSX	dehydrogenase/reductase X-linked [Source:HGNC Symbol;Acc:HGNC:18399]	Q8N5I4	DHRSX
IBTK	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]		IBTK
PHLPP1	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]		PHLPP1
DHRSX	dehydrogenase/reductase X-linked [Source:HGNC Symbol;Acc:HGNC:18399]		DHRSX
PRR27	proline rich 27 [Source:HGNC Symbol;Acc:HGNC:33193]	Q6MZM9	PRR27
TRAJ50	T cell receptor alpha joining 50 [Source:HGNC Symbol;Acc:HGNC:12082]		
RICTOR	RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]		RICTOR
TAF11L11	TATA-box binding protein associated factor 11 like 11 [Source:HGNC Symbol;Acc:HGNC:53854]	A0A1W2PQ09	TAF11L11
OR52B4	olfactory receptor family 52 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:15209]	Q8NGK2	OR52B4
CDCA2	cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]	Q69YH5	CDCA2
PRR27	proline rich 27 [Source:HGNC Symbol;Acc:HGNC:33193]		PRR27
TPBG	trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]	Q13641	TPBG
CDCA2	cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]		CDCA2
PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	Q63HM9	PLCXD3
SHROOM2	shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]	Q13796	SHROOM2
SHROOM2	shroom family member 2 [Source:HGNC Symbol;Acc:HGNC:630]		SHROOM2
CDH19	cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]	Q9H159	CDH19
CDH19	cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]		CDH19
ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:18469]	Q9UIJ5	ZDHHC2
ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:18469]		ZDHHC2
TRMT9B	tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]		TRMT9B
ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	P23352	ANOS1
TRMT9B	tRNA methyltransferase 9B (putative) [Source:HGNC Symbol;Acc:HGNC:26725]	Q9P272	TRMT9B
SRSF5	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]	Q13243	SRSF5
SRSF5	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]	Q13243	SFRS5
KCNQ1	potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]	P51787	KCNQ1
SMIM21	small integral membrane protein 21 [Source:HGNC Symbol;Acc:HGNC:27598]	Q3B7S5	SMIM21
SMIM21	small integral membrane protein 21 [Source:HGNC Symbol;Acc:HGNC:27598]		SMIM21
TRIM21	tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]		TRIM21
SRSF5	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]		SRSF5
SRSF5	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]		SFRS5
TRIM21	tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]	P19474	TRIM21
PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	Q96MG8	PCMTD1
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]	O95450	ADAMTS2
PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]		PCMTD1
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]		ADAMTS2
ASMTL	acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]	O95671	ASMTL
C18orf21	chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]	Q32NC0	C18orf21
C18orf21	chromosome 18 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:28802]		C18orf21
ZNF215	zinc finger protein 215 [Source:HGNC Symbol;Acc:HGNC:13007]	Q9UL58	ZNF215
CRLF2	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]	Q9HC73	CRLF2
CRLF2	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]	Q9HC73	CRLF2 fusion
ZNF215	zinc finger protein 215 [Source:HGNC Symbol;Acc:HGNC:13007]		ZNF215
CRLF2	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]		CRLF2
CRLF2	cytokine receptor like factor 2 [Source:HGNC Symbol;Acc:HGNC:14281]		CRLF2 fusion
NCOA3	nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]	Q9Y6Q9	NCOA3
KCTD1	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]	Q719H9	KCTD1
DIP2C	disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]	Q9Y2E4	DIP2C
DIP2C	disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]		DIP2C
KCTD1	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]		KCTD1
FAM9B	family with sequence similarity 9 member B [Source:HGNC Symbol;Acc:HGNC:18404]	Q8IZU0	FAM9B
BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]	O60238	BNIP3L
MC3R	melanocortin 3 receptor [Source:HGNC Symbol;Acc:HGNC:6931]	P41968	MC3R
BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]		BNIP3L
GALNT18	polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:30488]	Q6P9A2	GalNAc-T18
GALNT18	polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:HGNC:30488]	Q6P9A2	GALNT18
CALCB	calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]		CALCB
CALCB	calcitonin related polypeptide beta [Source:HGNC Symbol;Acc:HGNC:1438]	P10092	CALCB
SSU72P4	SSU72 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43623]		SSU72P4
SSU72P2	SSU72 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43621]		SSU72P2
HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	P53701	HCCS
SLC39A6	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]	Q13433	SLC39A6
SLC39A6	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]		SLC39A6
AKR1C3	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]		AKR1C3
SYNGAP1	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]	Q96PV0	SYNGAP1
BPI	bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]		BPI
SYNGAP1	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]		SYNGAP1
RUFY1	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]	Q96T51	RUFY1
BPI	bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]	P17213	BPI
ZBTB14	zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]	O43829	ZBTB14
TNK1	tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]	Q13470	TNK1
ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	Q96KR1	ZFR
ZBTB14	zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]		ZBTB14
RUFY1	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]		RUFY1
TNK1	tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]		TNK1
NLGN4X	neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]	Q8N0W4	NLGN4X
AKR1C3	aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]	P42330	AKR1C3
ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]		ZFR
GALR1	galanin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4132]	P47211	GALR1
FUT8	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	Q9BYC5	FUT8
NLGN4X	neuroligin 4 X-linked [Source:HGNC Symbol;Acc:HGNC:14287]		NLGN4X
HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]	P31943	HNRNPH1
FUT8	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]		FUT8
		A6NFR6	C5orf60
CBY3	chibby family member 3 [Source:HGNC Symbol;Acc:HGNC:33278]	A6NI87	CBY3
TUBAL3	tubulin alpha like 3 [Source:HGNC Symbol;Acc:HGNC:23534]	A6NHL2	TUBAL3
FAM9A	family with sequence similarity 9 member A [Source:HGNC Symbol;Acc:HGNC:18403]	Q8IZU1	FAM9A
KIF13B	kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]	Q9NQT8	KIF13B
KIF13B	kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]		KIF13B
ADARB2	adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]	Q9NS39	ADARB2
ZNF521	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	Q96K83	ZNF521
ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:18413]	Q8IUH4	ZDHHC13
ZNF521	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]		ZNF521
ADARB2	adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]		ADARB2
PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]		PREX1
ZNF214	zinc finger protein 214 [Source:HGNC Symbol;Acc:HGNC:13006]	Q9UL59	ZNF214
PLSCR3	phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]	Q9NRY6	PLSCR3
PLSCR3	phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]		PLSCR3
ECHDC3	enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]	Q96DC8	ECHDC3
ECHDC3	enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]		ECHDC3
INTS10	integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]	Q9NVR2	INTS10
INTS10	integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]		INTS10
ITSN1	intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]	Q15811	ITSN1
ITSN1	intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]		ITSN1
FRG2	FSHD region gene 2 [Source:HGNC Symbol;Acc:HGNC:19136]		FRG2
CANX	calnexin [Source:HGNC Symbol;Acc:HGNC:1473]		CANX
			DUX4
IMPACT	impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387]	Q9P2X3	IMPACT
SRPX	sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]	P78539	SRPX
IMPACT	impact RWD domain protein [Source:HGNC Symbol;Acc:HGNC:20387]		IMPACT
SLC38A9	solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]		SLC38A9
SLC38A9	solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]		FLJ90709
MUC5AC	mucin 5AC, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7515]	P98088	MUC5AC
TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49186]		TMEM256-PLSCR3
GRPR	gastrin releasing peptide receptor [Source:HGNC Symbol;Acc:HGNC:4609]	P30550	GRPR
RBMXL2	RBMX like 2 [Source:HGNC Symbol;Acc:HGNC:17886]	O75526	RBMXL2
ERO1A	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]	Q96HE7	ERO1A
PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]	Q8TCU6	PREX1
CBLN2	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	Q8IUK8	CBLN2
DEFA6	defensin alpha 6 [Source:HGNC Symbol;Acc:HGNC:2765]	Q01524	DEFA6
CDC123	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]		CDC123
TMEM256	transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]	Q8N2U0	TMEM256
CBLN2	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]		CBLN2
ERO1A	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]		ERO1A
TMEM256	transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]		TMEM256
BEND2	BEN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28509]	Q8NDZ0	BEND2
HYDIN	HYDIN axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:HGNC:19368]	Q4G0P3	HYDIN
NLGN2	neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]	Q8NFZ4	NLGN2
